,datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,Total_booking
2863,15-09-2012 15:00,Fall,0,0, Mist + Cloudy ,27.88,31.82,34,19.0012,3
8672,06-10-2012 20:00,Winter,0,0, Clear + Few clouds,19.68,23.485,55,16.9979,3
384,07-10-2012 10:00,Winter,0,0, Mist + Cloudy ,17.22,21.21,67,12.998,3
1853,13-10-2012 20:00,Winter,0,0, Clear + Few clouds,16.4,20.455,54,6.0032,3
5620,14-10-2012 23:00,Winter,0,0, Mist + Cloudy ,22.96,26.515,68,19.0012,3
4568,17-10-2012 00:00,Winter,0,1, Clear + Few clouds,15.58,19.695,76,0,3
389,17-10-2012 13:00,Winter,0,1, Mist + Cloudy ,22.14,25.76,49,8.9981,3
5956,02-11-2012 22:00,Winter,0,1, Clear + Few clouds,14.76,16.665,46,16.9979,3
4464,03-11-2012 22:00,Winter,0,0, Clear + Few clouds,13.12,16.665,57,7.0015,3
3720,15-11-2012 08:00,Winter,0,1, Mist + Cloudy ,12.3,14.395,61,15.0013,3
6957,18-11-2012 10:00,Winter,0,0, Clear + Few clouds,13.94,15.15,66,19.9995,3
5967,02-12-2012 22:00,Winter,0,0, Mist + Cloudy ,18.04,21.97,77,12.998,3
4978,12-12-2012 06:00,Winter,0,1, Mist + Cloudy ,10.66,12.12,60,16.9979,3
6410,14-12-2012 16:00,Winter,0,1, Clear + Few clouds,15.58,19.695,54,12.998,3
2118,16-12-2012 04:00,Winter,0,0, Mist + Cloudy ,13.94,18.18,87,0,3
1579,18-12-2012 16:00,Winter,0,1, Clear + Few clouds,18.04,21.97,41,31.0009,3
4412,05-01-2011 21:00,Spring,0,1, Clear + Few clouds,8.2,9.85,51,12.998,4
7060,13-01-2011 16:00,Spring,0,1, Clear + Few clouds,9.84,10.605,38,23.9994,4
331,03-02-2011 02:00,Spring,0,1, Clear + Few clouds,7.38,8.335,43,16.9979,4
7435,05-02-2011 00:00,Spring,0,0, Mist + Cloudy ,9.84,12.12,70,11.0014,4
8356,05-02-2011 12:00,Spring,0,0," Light Snow, Light Rain",9.02,11.365,100,11.0014,4
4438,08-02-2011 02:00,Spring,0,1, Mist + Cloudy ,10.66,13.635,93,7.0015,4
3197,11-02-2011 14:00,Spring,0,1, Clear + Few clouds,12.3,14.395,26,16.9979,4
2305,13-02-2011 11:00,Spring,0,0, Clear + Few clouds,13.12,14.395,39,30.0026,4
3397,14-02-2011 13:00,Spring,0,1, Clear + Few clouds,23.78,27.275,19,26.0027,4
6768,14-02-2011 22:00,Spring,0,1, Clear + Few clouds,13.94,14.395,46,43.9989,4
8468,19-02-2011 21:00,Spring,0,0, Clear + Few clouds,13.12,13.635,26,36.9974,4
271,02-03-2011 18:00,Spring,0,1, Clear + Few clouds,18.86,22.725,23,32.9975,4
1395,03-03-2011 10:00,Spring,0,1, Clear + Few clouds,7.38,9.09,29,12.998,4
1772,04-03-2011 20:00,Spring,0,1, Mist + Cloudy ,12.3,14.395,70,12.998,4
4627,05-03-2011 19:00,Spring,0,0, Mist + Cloudy ,18.86,22.725,67,22.0028,4
4945,06-03-2011 06:00,Spring,0,0, Mist + Cloudy ,17.22,21.21,94,23.9994,4
3588,13-03-2011 00:00,Spring,0,0, Clear + Few clouds,15.58,19.695,62,7.0015,4
5992,19-03-2011 23:00,Spring,0,0, Clear + Few clouds,15.58,19.695,40,19.9995,4
8372,06-04-2011 08:00,Summer,0,1, Clear + Few clouds,13.12,15.15,61,15.0013,4
8430,11-04-2011 00:00,Summer,0,1, Clear + Few clouds,19.68,23.485,88,22.0028,4
7677,12-04-2011 09:00,Summer,0,1," Light Snow, Light Rain",18.86,22.725,94,32.9975,4
6305,18-04-2011 21:00,Summer,0,1, Clear + Few clouds,22.96,26.515,37,19.0012,4
7182,19-04-2011 15:00,Summer,0,1, Mist + Cloudy ,22.14,25.76,65,11.0014,4
1309,19-04-2011 23:00,Summer,0,1, Clear + Few clouds,18.86,22.725,88,6.0032,4
5562,10-05-2011 09:00,Summer,0,1, Mist + Cloudy ,21.32,25,48,7.0015,4
4229,16-05-2011 12:00,Summer,0,1, Clear + Few clouds,27.06,31.06,54,6.0032,4
412,07-06-2011 05:00,Summer,0,1, Clear + Few clouds,23.78,27.275,88,11.0014,4
1783,09-06-2011 06:00,Summer,0,1, Mist + Cloudy ,29.52,35.605,84,6.0032,4
1318,16-06-2011 00:00,Summer,0,1, Clear + Few clouds,24.6,31.06,56,7.0015,4
4759,19-06-2011 06:00,Summer,0,0, Mist + Cloudy ,27.06,30.305,78,11.0014,4
3615,02-07-2011 11:00,Fall,0,0, Clear + Few clouds,32.8,35.605,36,6.0032,4
2315,05-07-2011 02:00,Fall,0,1, Clear + Few clouds,27.06,31.06,74,6.0032,4
5578,07-07-2011 08:00,Fall,0,1, Mist + Cloudy ,28.7,33.335,79,12.998,4
2208,09-07-2011 01:00,Fall,0,0, Mist + Cloudy ,26.24,28.79,89,7.0015,4
5558,12-07-2011 20:00,Fall,0,1, Clear + Few clouds,33.62,37.12,43,12.998,4
7673,14-07-2011 01:00,Fall,0,1, Clear + Few clouds,27.06,31.06,61,16.9979,4
950,14-07-2011 02:00,Fall,0,1, Clear + Few clouds,26.24,31.06,57,19.9995,4
1463,15-07-2011 00:00,Fall,0,1, Clear + Few clouds,25.42,29.545,73,15.0013,4
3001,17-07-2011 13:00,Fall,0,0, Clear + Few clouds,32.8,37.12,49,19.9995,4
7263,01-08-2011 15:00,Fall,0,1, Clear + Few clouds,36.9,39.395,27,0,4
3723,04-08-2011 19:00,Fall,0,1, Clear + Few clouds,28.7,33.335,74,19.0012,4
4787,07-08-2011 02:00,Fall,0,0, Mist + Cloudy ,28.7,33.335,84,15.0013,4
5869,07-08-2011 10:00,Fall,0,0, Clear + Few clouds,32.8,40.15,66,8.9981,4
6155,08-08-2011 14:00,Fall,0,1, Clear + Few clouds,33.62,37.12,43,19.9995,4
7759,09-08-2011 00:00,Fall,0,1, Clear + Few clouds,29.52,34.85,79,8.9981,4
5555,12-08-2011 17:00,Fall,0,1, Clear + Few clouds,33.62,35.605,26,0,4
6263,15-08-2011 05:00,Fall,0,1, Mist + Cloudy ,24.6,27.275,88,12.998,4
1042,16-08-2011 19:00,Fall,0,1, Clear + Few clouds,30.34,33.335,48,12.998,4
2388,17-08-2011 15:00,Fall,0,1, Clear + Few clouds,32.8,36.365,43,8.9981,4
959,01-09-2011 00:00,Fall,0,1, Clear + Few clouds,24.6,28.79,78,7.0015,4
3117,06-09-2011 20:00,Fall,0,1," Light Snow, Light Rain",22.14,25.76,88,19.9995,4
2318,10-09-2011 22:00,Fall,0,0, Clear + Few clouds,26.24,29.545,78,0,4
7918,11-09-2011 09:00,Fall,0,0, Clear + Few clouds,27.06,31.06,74,0,4
168,11-09-2011 16:00,Fall,0,0, Clear + Few clouds,29.52,33.335,51,19.9995,4
3024,14-09-2011 08:00,Fall,0,1, Clear + Few clouds,25.42,28.79,83,11.0014,4
7095,14-09-2011 20:00,Fall,0,1, Mist + Cloudy ,29.52,33.335,58,27.9993,4
3624,01-10-2011 23:00,Winter,0,0," Light Snow, Light Rain",14.76,17.425,93,15.0013,4
6750,07-10-2011 10:00,Winter,0,1, Clear + Few clouds,21.32,25,68,6.0032,4
3139,10-10-2011 09:00,Winter,1,0, Clear + Few clouds,22.14,25.76,77,0,4
2992,11-10-2011 12:00,Winter,0,1, Mist + Cloudy ,24.6,29.545,73,11.0014,4
5732,12-12-2011 13:00,Winter,0,1, Mist + Cloudy ,12.3,15.91,52,7.0015,4
4066,17-12-2011 13:00,Winter,0,0, Mist + Cloudy ,11.48,13.635,48,16.9979,4
7408,07-01-2012 09:00,Spring,0,0, Clear + Few clouds,9.02,11.365,80,8.9981,4
4315,08-01-2012 23:00,Spring,0,0, Clear + Few clouds,10.66,12.12,56,16.9979,4
2099,12-01-2012 06:00,Spring,0,1," Light Snow, Light Rain",14.76,17.425,93,8.9981,4
4808,02-02-2012 17:00,Spring,0,1, Clear + Few clouds,17.22,21.21,54,32.9975,4
5998,11-02-2012 20:00,Spring,0,0, Mist + Cloudy ,6.56,6.06,43,36.9974,4
7832,01-03-2012 15:00,Spring,0,1, Clear + Few clouds,24.6,31.06,31,16.9979,4
5784,07-03-2012 00:00,Spring,0,1, Clear + Few clouds,11.48,12.88,65,19.0012,4
4105,08-03-2012 20:00,Spring,0,1, Mist + Cloudy ,24.6,31.06,43,26.0027,4
452,12-03-2012 11:00,Spring,0,1, Clear + Few clouds,18.04,21.97,44,15.0013,4
3140,16-03-2012 02:00,Spring,0,1, Mist + Cloudy ,17.22,21.21,82,12.998,4
6338,17-03-2012 10:00,Spring,0,0, Mist + Cloudy ,20.5,24.24,77,6.0032,4
7317,02-04-2012 19:00,Summer,0,1, Clear + Few clouds,20.5,24.24,27,16.9979,4
3170,08-04-2012 20:00,Summer,0,0, Clear + Few clouds,22.96,26.515,28,27.9993,4
109,01-05-2012 16:00,Summer,0,1, Clear + Few clouds,30.34,33.335,45,12.998,4
3017,01-05-2012 19:00,Summer,0,1, Clear + Few clouds,28.7,32.575,54,8.9981,4
3670,03-05-2012 13:00,Summer,0,1, Clear + Few clouds,24.6,29.545,69,12.998,4
6560,06-05-2012 21:00,Summer,0,0, Clear + Few clouds,22.96,26.515,73,12.998,4
5880,10-05-2012 06:00,Summer,0,1, Clear + Few clouds,18.04,21.97,72,15.0013,4
3187,14-05-2012 15:00,Summer,0,1, Mist + Cloudy ,25.42,29.545,73,11.0014,4
5820,19-05-2012 22:00,Summer,0,0, Clear + Few clouds,26.24,31.06,47,0,4
6770,01-06-2012 03:00,Summer,0,1, Mist + Cloudy ,25.42,29.545,73,6.0032,4
5326,09-06-2012 10:00,Summer,0,0, Clear + Few clouds,28.7,32.575,51,7.0015,4
5008,12-06-2012 02:00,Summer,0,1, Mist + Cloudy ,27.88,31.82,65,12.998,4
6695,14-06-2012 03:00,Summer,0,1, Mist + Cloudy ,25.42,31.06,53,19.0012,4
2934,19-06-2012 01:00,Summer,0,1, Mist + Cloudy ,24.6,28.79,78,11.0014,4
2607,19-06-2012 04:00,Summer,0,1, Mist + Cloudy ,24.6,28.79,78,8.9981,4
3150,01-07-2012 22:00,Fall,0,0, Clear + Few clouds,33.62,37.12,43,8.9981,4
7260,02-07-2012 10:00,Fall,0,1, Clear + Few clouds,32.8,36.365,43,16.9979,4
6071,11-07-2012 09:00,Fall,0,1, Mist + Cloudy ,28.7,33.335,74,8.9981,4
5072,14-07-2012 02:00,Fall,0,0, Mist + Cloudy ,28.7,32.575,54,7.0015,4
7904,19-07-2012 16:00,Fall,0,1, Clear + Few clouds,34.44,38.635,47,6.0032,4
4869,07-08-2012 13:00,Fall,0,1, Mist + Cloudy ,32.8,37.12,52,12.998,4
552,12-08-2012 13:00,Fall,0,0, Clear + Few clouds,31.98,34.85,40,0,4
1497,14-08-2012 05:00,Fall,0,1, Mist + Cloudy ,27.88,31.82,89,12.998,4
6769,15-08-2012 04:00,Fall,0,1, Clear + Few clouds,26.24,28.79,83,7.0015,4
2272,01-09-2012 08:00,Fall,0,0, Mist + Cloudy ,31.16,35.605,58,16.9979,4
4527,07-09-2012 01:00,Fall,0,1, Clear + Few clouds,25.42,28.03,88,7.0015,4
4176,07-09-2012 07:00,Fall,0,1, Clear + Few clouds,26.24,28.79,89,7.0015,4
4939,09-09-2012 23:00,Fall,0,0, Clear + Few clouds,22.96,26.515,52,19.0012,4
6643,14-09-2012 20:00,Fall,0,1, Clear + Few clouds,27.06,31.06,61,7.0015,4
2092,16-09-2012 04:00,Fall,0,0, Clear + Few clouds,20.5,24.24,72,0,4
3967,16-09-2012 12:00,Fall,0,0, Clear + Few clouds,27.06,31.06,44,11.0014,4
878,08-10-2012 21:00,Winter,1,0, Mist + Cloudy ,16.4,20.455,76,15.0013,4
1519,08-10-2012 23:00,Winter,1,0, Mist + Cloudy ,16.4,20.455,71,15.0013,4
2028,10-10-2012 02:00,Winter,0,1, Mist + Cloudy ,18.86,22.725,88,0,4
6667,17-10-2012 14:00,Winter,0,1, Mist + Cloudy ,22.96,26.515,43,11.0014,4
782,18-10-2012 11:00,Winter,0,1, Mist + Cloudy ,22.96,26.515,56,15.0013,4
8352,06-11-2012 01:00,Winter,0,1, Clear + Few clouds,9.84,12.12,60,11.0014,4
2150,09-11-2012 06:00,Winter,0,1, Clear + Few clouds,10.66,13.635,65,7.0015,4
2831,10-11-2012 17:00,Winter,0,0, Clear + Few clouds,20.5,24.24,45,12.998,4
1695,11-11-2012 00:00,Winter,0,0, Clear + Few clouds,13.94,17.425,81,6.0032,4
1479,14-11-2012 09:00,Winter,0,1, Clear + Few clouds,12.3,13.635,52,26.0027,4
2241,17-11-2012 01:00,Winter,0,0, Clear + Few clouds,10.66,12.88,60,12.998,4
8199,01-12-2012 05:00,Winter,0,0, Clear + Few clouds,9.84,12.88,87,6.0032,4
4350,04-12-2012 19:00,Winter,0,1, Clear + Few clouds,19.68,23.485,67,15.0013,4
7284,15-12-2012 13:00,Winter,0,0, Clear + Few clouds,15.58,19.695,54,16.9979,4
1540,16-12-2012 00:00,Winter,0,0, Mist + Cloudy ,14.76,18.94,62,0,4
1184,16-12-2012 05:00,Winter,0,0, Mist + Cloudy ,13.94,18.18,87,0,4
8086,18-12-2012 00:00,Winter,0,1, Mist + Cloudy ,18.04,21.97,94,8.9981,4
3735,08-01-2011 03:00,Spring,0,0," Light Snow, Light Rain",7.38,9.85,55,11.0014,5
3287,12-01-2011 00:00,Spring,0,1, Mist + Cloudy ,6.56,9.85,86,6.0032,5
5235,10-02-2011 02:00,Spring,0,1," Light Snow, Light Rain",5.74,7.575,80,8.9981,5
693,10-02-2011 08:00,Spring,0,1, Clear + Few clouds,4.1,3.79,49,22.0028,5
6734,16-02-2011 21:00,Spring,0,1, Clear + Few clouds,14.76,17.425,46,12.998,5
4625,17-02-2011 18:00,Spring,0,1, Mist + Cloudy ,22.14,25.76,42,19.0012,5
7801,02-03-2011 02:00,Spring,0,1, Clear + Few clouds,9.02,11.365,69,12.998,5
7974,04-03-2011 11:00,Spring,0,1, Clear + Few clouds,11.48,13.635,52,15.0013,5
6578,06-03-2011 12:00,Spring,0,0, Mist + Cloudy ,18.86,22.725,94,22.0028,5
7074,06-03-2011 23:00,Spring,0,0, Mist + Cloudy ,9.02,9.85,100,27.9993,5
3697,09-03-2011 12:00,Spring,0,1, Mist + Cloudy ,13.12,15.15,76,16.9979,5
3576,15-03-2011 17:00,Spring,0,1, Mist + Cloudy ,14.76,17.425,62,12.998,5
2432,17-03-2011 13:00,Spring,0,1, Mist + Cloudy ,21.32,25,42,6.0032,5
6786,10-04-2011 03:00,Summer,0,0, Mist + Cloudy ,15.58,19.695,87,8.9981,5
5739,10-04-2011 17:00,Summer,0,0, Mist + Cloudy ,21.32,25,72,12.998,5
500,18-04-2011 07:00,Summer,0,1, Clear + Few clouds,18.86,22.725,63,0,5
2799,18-04-2011 23:00,Summer,0,1, Clear + Few clouds,20.5,24.24,59,16.9979,5
7471,01-05-2011 13:00,Summer,0,0, Mist + Cloudy ,20.5,24.24,63,11.0014,5
7087,05-05-2011 13:00,Summer,0,1, Clear + Few clouds,22.14,25.76,30,39.0007,5
7751,07-05-2011 12:00,Summer,0,0, Clear + Few clouds,24.6,31.06,40,12.998,5
296,08-05-2011 17:00,Summer,0,0," Light Snow, Light Rain",23.78,27.275,49,19.0012,5
5334,09-05-2011 05:00,Summer,0,1, Clear + Few clouds,17.22,21.21,77,11.0014,5
4221,11-05-2011 08:00,Summer,0,1, Clear + Few clouds,19.68,23.485,77,16.9979,5
5486,13-05-2011 14:00,Summer,0,1, Mist + Cloudy ,21.32,25,87,19.0012,5
1194,04-06-2011 06:00,Summer,0,0, Clear + Few clouds,22.14,25.76,60,0,5
7638,07-06-2011 10:00,Summer,0,1, Mist + Cloudy ,31.16,34.09,48,12.998,5
4478,10-06-2011 20:00,Summer,0,1, Clear + Few clouds,31.16,35.605,62,7.0015,5
6694,14-06-2011 09:00,Summer,0,1, Clear + Few clouds,25.42,31.06,46,12.998,5
6518,16-06-2011 20:00,Summer,0,1, Clear + Few clouds,25.42,28.79,83,22.0028,5
2772,18-06-2011 14:00,Summer,0,0, Mist + Cloudy ,32.8,36.365,46,19.0012,5
3435,18-06-2011 18:00,Summer,0,0, Mist + Cloudy ,30.34,34.09,55,12.998,5
7187,09-07-2011 18:00,Fall,0,0, Clear + Few clouds,33.62,36.365,36,7.0015,5
1774,10-07-2011 14:00,Fall,0,0, Clear + Few clouds,33.62,37.12,41,22.0028,5
8570,18-07-2011 09:00,Fall,0,1, Clear + Few clouds,30.34,34.85,67,15.0013,5
2622,04-08-2011 02:00,Fall,0,1, Mist + Cloudy ,27.06,29.545,94,6.0032,5
1569,05-08-2011 15:00,Fall,0,1, Clear + Few clouds,31.16,34.85,55,16.9979,5
1165,07-08-2011 04:00,Fall,0,0, Clear + Few clouds,28.7,33.335,84,8.9981,5
1818,09-08-2011 13:00,Fall,0,1, Clear + Few clouds,34.44,39.395,49,11.0014,5
595,11-08-2011 03:00,Fall,0,1, Clear + Few clouds,26.24,31.06,57,8.9981,5
5282,12-08-2011 23:00,Fall,0,1, Clear + Few clouds,27.88,31.82,51,0,5
3844,18-08-2011 22:00,Fall,0,1, Mist + Cloudy ,28.7,33.335,74,7.0015,5
3505,07-09-2011 13:00,Fall,0,1," Light Snow, Light Rain",24.6,27.275,88,0,5
7657,07-09-2011 18:00,Fall,0,1," Light Snow, Light Rain",26.24,28.79,89,0,5
7611,07-09-2011 21:00,Fall,0,1," Light Snow, Light Rain",26.24,28.79,89,6.0032,5
8592,12-09-2011 23:00,Fall,0,1, Clear + Few clouds,25.42,28.79,83,7.0015,5
8344,16-09-2011 12:00,Fall,0,1, Mist + Cloudy ,21.32,25,45,0,5
4262,18-09-2011 02:00,Fall,0,0, Clear + Few clouds,18.04,21.97,82,16.9979,5
6183,09-10-2011 10:00,Winter,0,0, Clear + Few clouds,22.96,26.515,68,6.0032,5
8031,12-10-2011 00:00,Winter,0,1, Mist + Cloudy ,22.96,26.515,83,8.9981,5
504,12-10-2011 15:00,Winter,0,1," Light Snow, Light Rain",22.14,25.76,94,16.9979,5
6453,16-10-2011 12:00,Winter,0,0, Clear + Few clouds,23.78,27.275,35,16.9979,5
5604,17-10-2011 01:00,Winter,0,1, Clear + Few clouds,22.96,26.515,54,26.0027,5
1614,05-11-2011 01:00,Winter,0,0, Clear + Few clouds,13.12,15.15,45,19.9995,5
8405,06-11-2011 03:00,Winter,0,0, Clear + Few clouds,9.84,14.395,87,0,5
5435,11-11-2011 23:00,Winter,1,0, Clear + Few clouds,12.3,15.91,45,6.0032,5
5718,15-11-2011 00:00,Winter,0,1, Clear + Few clouds,22.96,26.515,64,23.9994,5
5032,15-11-2011 15:00,Winter,0,1, Mist + Cloudy ,22.14,25.76,60,8.9981,5
4972,16-11-2011 06:00,Winter,0,1, Mist + Cloudy ,18.86,22.725,94,6.0032,5
5644,04-12-2011 11:00,Winter,0,0, Clear + Few clouds,13.94,16.665,81,11.0014,5
3217,05-12-2011 16:00,Winter,0,1, Clear + Few clouds,20.5,24.24,63,6.0032,5
8129,09-12-2011 02:00,Winter,0,1, Clear + Few clouds,9.84,14.395,70,0,5
7914,10-12-2011 15:00,Winter,0,0, Clear + Few clouds,13.94,15.15,34,23.9994,5
8009,13-12-2011 06:00,Winter,0,1, Clear + Few clouds,8.2,12.88,80,0,5
2908,13-12-2011 09:00,Winter,0,1, Clear + Few clouds,10.66,12.88,60,11.0014,5
3726,16-12-2011 04:00,Winter,0,1, Mist + Cloudy ,20.5,24.24,59,12.998,5
6137,02-01-2012 14:00,Spring,1,0, Clear + Few clouds,12.3,13.635,36,27.9993,5
1382,06-01-2012 07:00,Spring,0,1, Mist + Cloudy ,9.84,14.395,65,0,5
3947,06-01-2012 15:00,Spring,0,1, Clear + Few clouds,21.32,25,27,16.9979,5
1860,09-01-2012 09:00,Spring,0,1, Mist + Cloudy ,9.02,13.635,64,0,5
702,14-01-2012 16:00,Spring,0,0, Clear + Few clouds,9.84,11.365,38,15.0013,5
7096,19-01-2012 03:00,Spring,0,1, Clear + Few clouds,4.92,7.575,54,7.0015,5
1265,03-02-2012 10:00,Spring,0,1, Clear + Few clouds,11.48,12.88,56,19.0012,5
3493,04-02-2012 14:00,Spring,0,0, Mist + Cloudy ,13.12,15.15,66,15.0013,5
6027,11-02-2012 09:00,Spring,0,0," Light Snow, Light Rain",9.02,12.12,93,7.0015,5
5960,16-02-2012 16:00,Spring,0,1," Light Snow, Light Rain",13.94,18.18,81,0,5
7231,04-03-2012 07:00,Spring,0,0, Mist + Cloudy ,12.3,13.635,52,19.9995,5
4048,11-03-2012 19:00,Spring,0,0, Clear + Few clouds,20.5,24.24,31,19.0012,5
1812,18-03-2012 11:00,Spring,0,0, Mist + Cloudy ,18.04,21.97,82,11.0014,5
828,02-04-2012 15:00,Summer,0,1, Clear + Few clouds,19.68,23.485,33,27.9993,5
3698,03-04-2012 02:00,Summer,0,1, Clear + Few clouds,14.76,17.425,53,11.0014,5
1258,03-04-2012 04:00,Summer,0,1, Clear + Few clouds,13.12,16.665,66,6.0032,5
5446,06-04-2012 07:00,Summer,0,1, Clear + Few clouds,12.3,14.395,49,19.0012,5
279,09-04-2012 12:00,Summer,0,1, Clear + Few clouds,22.14,25.76,28,47.9988,5
8225,11-04-2012 09:00,Summer,0,1, Mist + Cloudy ,13.12,15.15,49,19.9995,5
5682,13-04-2012 22:00,Summer,0,1, Clear + Few clouds,18.04,21.97,62,7.0015,5
3725,15-04-2012 07:00,Summer,0,0, Clear + Few clouds,20.5,24.24,63,7.0015,5
0,02-05-2012 19:00,Summer,0,1, Clear + Few clouds,22.14,25.76,77,16.9979,5
4060,03-05-2012 10:00,Summer,0,1, Mist + Cloudy ,21.32,25,77,0,5
8605,11-05-2012 03:00,Summer,0,1, Clear + Few clouds,18.86,22.725,41,19.0012,5
6198,12-05-2012 08:00,Summer,0,0, Clear + Few clouds,21.32,25,48,0,5
6497,12-05-2012 11:00,Summer,0,0, Clear + Few clouds,25.42,31.06,41,6.0032,5
3952,16-05-2012 02:00,Summer,0,1, Clear + Few clouds,22.96,26.515,94,12.998,5
2972,04-06-2012 02:00,Summer,0,1, Clear + Few clouds,22.96,26.515,60,15.0013,5
1751,04-06-2012 20:00,Summer,0,1, Clear + Few clouds,24.6,31.06,40,23.9994,5
2266,06-06-2012 22:00,Summer,0,1, Clear + Few clouds,21.32,25,77,6.0032,5
4885,10-06-2012 15:00,Summer,0,0, Clear + Few clouds,34.44,36.365,30,15.0013,5
4596,15-06-2012 15:00,Summer,0,1, Clear + Few clouds,29.52,32.575,39,12.998,5
1316,04-07-2012 08:00,Fall,1,0, Clear + Few clouds,28.7,32.575,61,7.0015,5
2461,06-07-2012 03:00,Fall,0,1, Mist + Cloudy ,30.34,34.85,70,12.998,5
5510,07-07-2012 16:00,Fall,0,0, Clear + Few clouds,41,43.18,19,11.0014,5
6220,08-07-2012 04:00,Fall,0,0, Clear + Few clouds,31.98,37.88,66,7.0015,5
4216,12-07-2012 02:00,Fall,0,1, Mist + Cloudy ,27.06,31.06,65,6.0032,5
7509,13-07-2012 08:00,Fall,0,1, Mist + Cloudy ,28.7,32.575,54,0,5
1015,14-07-2012 21:00,Fall,0,0, Clear + Few clouds,28.7,33.335,84,15.0013,5
6573,16-07-2012 10:00,Fall,0,1, Clear + Few clouds,32.8,38.635,59,0,5
903,07-08-2012 06:00,Fall,0,1, Mist + Cloudy ,28.7,33.335,79,12.998,5
3560,07-08-2012 11:00,Fall,0,1, Mist + Cloudy ,31.16,36.365,66,6.0032,5
5313,10-08-2012 03:00,Fall,0,1, Mist + Cloudy ,29.52,34.85,79,12.998,5
5159,10-08-2012 18:00,Fall,0,1, Clear + Few clouds,31.16,35.605,62,19.9995,5
1952,16-08-2012 17:00,Fall,0,1, Clear + Few clouds,33.62,36.365,34,12.998,5
7983,12-09-2012 15:00,Fall,0,1, Clear + Few clouds,29.52,32.575,37,8.9981,5
4936,14-09-2012 10:00,Fall,0,1, Mist + Cloudy ,27.88,31.82,65,0,5
5630,01-10-2012 07:00,Winter,0,1, Clear + Few clouds,18.04,21.97,77,11.0014,5
2689,02-10-2012 11:00,Winter,0,1," Light Snow, Light Rain",23.78,27.275,94,8.9981,5
2670,04-10-2012 19:00,Winter,0,1, Clear + Few clouds,27.06,31.06,57,7.0015,5
7035,05-10-2012 06:00,Winter,0,1, Clear + Few clouds,21.32,25,83,0,5
1200,05-10-2012 17:00,Winter,0,1, Clear + Few clouds,28.7,31.82,42,11.0014,5
6,06-10-2012 09:00,Winter,0,0, Clear + Few clouds,24.6,29.545,73,12.998,5
5059,07-10-2012 00:00,Winter,0,0, Clear + Few clouds,18.04,21.97,62,11.0014,5
5888,12-10-2012 17:00,Winter,0,1, Clear + Few clouds,18.86,22.725,38,26.0027,5
7481,18-10-2012 22:00,Winter,0,1, Mist + Cloudy ,22.14,25.76,83,12.998,5
4870,04-12-2012 03:00,Winter,0,1, Mist + Cloudy ,16.4,20.455,87,8.9981,5
7113,09-12-2012 01:00,Winter,0,0, Mist + Cloudy ,16.4,20.455,87,7.0015,5
172,09-12-2012 17:00,Winter,0,0," Light Snow, Light Rain",14.76,17.425,93,8.9981,5
7165,11-12-2012 14:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,50,15.0013,5
225,15-12-2012 00:00,Winter,0,0, Clear + Few clouds,12.3,16.665,70,0,5
7692,15-12-2012 07:00,Winter,0,0, Mist + Cloudy ,9.84,12.88,75,6.0032,5
3056,17-12-2012 05:00,Winter,0,1, Mist + Cloudy ,15.58,19.695,87,0,5
2875,19-12-2012 21:00,Winter,0,1, Clear + Few clouds,13.94,15.91,61,15.0013,5
7288,03-01-2011 22:00,Spring,0,1, Clear + Few clouds,5.74,7.575,69,8.9981,6
8608,04-01-2011 18:00,Spring,0,1, Clear + Few clouds,10.66,12.88,48,12.998,6
5040,08-01-2011 17:00,Spring,0,0, Clear + Few clouds,6.56,6.06,37,36.9974,6
3019,16-01-2011 01:00,Spring,0,0, Clear + Few clouds,10.66,13.635,56,8.9981,6
420,01-02-2011 00:00,Spring,0,1, Mist + Cloudy ,6.56,9.09,64,7.0015,6
4912,01-02-2011 05:00,Spring,0,1," Light Snow, Light Rain",5.74,10.605,93,0,6
5494,02-02-2011 18:00,Spring,0,1, Clear + Few clouds,13.94,14.395,42,36.9974,6
2589,04-02-2011 06:00,Spring,0,1, Mist + Cloudy ,6.56,11.365,55,0,6
1759,05-02-2011 23:00,Spring,0,0, Clear + Few clouds,10.66,12.88,93,15.0013,6
6866,06-02-2011 12:00,Spring,0,0, Clear + Few clouds,13.94,16.665,46,0,6
1319,11-02-2011 05:00,Spring,0,1, Clear + Few clouds,3.28,6.06,63,6.0032,6
4829,02-03-2011 11:00,Spring,0,1, Clear + Few clouds,13.94,15.15,53,22.0028,6
7663,07-03-2011 15:00,Spring,0,1, Clear + Few clouds,13.94,15.15,31,26.0027,6
409,11-03-2011 21:00,Spring,0,1, Mist + Cloudy ,12.3,14.395,52,16.9979,6
8140,12-03-2011 21:00,Spring,0,0, Clear + Few clouds,15.58,19.695,62,0,6
1922,11-04-2011 20:00,Summer,0,1, Clear + Few clouds,27.88,31.82,57,35.0008,6
652,17-04-2011 02:00,Summer,0,0, Clear + Few clouds,16.4,20.455,62,12.998,6
5007,18-04-2011 00:00,Summer,0,1, Clear + Few clouds,18.86,22.725,47,6.0032,6
4200,19-04-2011 08:00,Summer,0,1, Mist + Cloudy ,20.5,24.24,68,8.9981,6
1966,01-05-2011 06:00,Summer,0,0, Mist + Cloudy ,16.4,20.455,82,6.0032,6
